"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035150","regulation of tube size","63/7994","111/14868",0.295724424804412,0.579884207298038,0.458186934188548,"GCLC/PIK3C2A/CPS1/GCLM/FOXC1/ATG5/RHOA/ROCK1/ATP2B1/MMP2/ABL1/SNTA1/HTR2A/COMP/CAV1/PLOD3/ACTA2/SOD3/SOD2/KAT2B/ECE1/SCPEP1/BBS2/MKKS/DOCK4/TRPM4/GCH1/PER2/CHRM3/ROCK2/EDNRB/RAP1GDS1/SOD1/AGTR1/DOCK5/HTR7/ADD3/ADM/EXT2/EDNRA/KCNMA1/ACE/CBS/ADORA1/NOS3/ARHGAP42/BDKRB2/NPR1/P2RY1/ADORA2B/ADCY6/ZDHHC21/HTR1D/OXTR/F2R/EXT1/SLC8A1/ADRA2C/PRKG1/UTS2B/HRH1/BMPR2/ITGA1",63
"GO:0035296","regulation of tube diameter","63/7994","111/14868",0.295724424804412,0.579884207298038,0.458186934188548,"GCLC/PIK3C2A/CPS1/GCLM/FOXC1/ATG5/RHOA/ROCK1/ATP2B1/MMP2/ABL1/SNTA1/HTR2A/COMP/CAV1/PLOD3/ACTA2/SOD3/SOD2/KAT2B/ECE1/SCPEP1/BBS2/MKKS/DOCK4/TRPM4/GCH1/PER2/CHRM3/ROCK2/EDNRB/RAP1GDS1/SOD1/AGTR1/DOCK5/HTR7/ADD3/ADM/EXT2/EDNRA/KCNMA1/ACE/CBS/ADORA1/NOS3/ARHGAP42/BDKRB2/NPR1/P2RY1/ADORA2B/ADCY6/ZDHHC21/HTR1D/OXTR/F2R/EXT1/SLC8A1/ADRA2C/PRKG1/UTS2B/HRH1/BMPR2/ITGA1",63
"GO:0071333","cellular response to glucose stimulus","63/7994","111/14868",0.295724424804412,0.579884207298038,0.458186934188548,"GCLC/CFTR/NADK/MLXIPL/GCLM/PTPRN/PDK3/SRI/ICAM1/TREM2/XBP1/HIF1A/CDK16/SLC39A14/PIH1D1/RAB11FIP2/TWNK/SRF/SLC29A1/PDE8B/SLC12A7/KLF7/GPR68/PIK3CA/SOX4/SMARCA4/TRPM4/ZNF236/RAF1/PRKAA1/SERPINF1/RAB11FIP5/TRA2B/GATA4/PPP3CA/IGF1R/SMAD4/MPC2/ABCA12/EPHA5/SIDT2/PTPRN2/TIAM1/ACE/LRP5/PRKAA2/SLC9B2/NDUFAF2/CCDC186/STXBP4/SIN3A/PRKCE/NPTX1/C2CD2L/KAT5/ERN1/ZBTB20/EFNA5/PLA2G6/IRS2/PIM3/UNC13B/SELENOT",63
"GO:0097746","blood vessel diameter maintenance","63/7994","111/14868",0.295724424804412,0.579884207298038,0.458186934188548,"GCLC/PIK3C2A/CPS1/GCLM/FOXC1/ATG5/RHOA/ROCK1/ATP2B1/MMP2/ABL1/SNTA1/HTR2A/COMP/CAV1/PLOD3/ACTA2/SOD3/SOD2/KAT2B/ECE1/SCPEP1/BBS2/MKKS/DOCK4/TRPM4/GCH1/PER2/CHRM3/ROCK2/EDNRB/RAP1GDS1/SOD1/AGTR1/DOCK5/HTR7/ADD3/ADM/EXT2/EDNRA/KCNMA1/ACE/CBS/ADORA1/NOS3/ARHGAP42/BDKRB2/NPR1/P2RY1/ADORA2B/ADCY6/ZDHHC21/HTR1D/OXTR/F2R/EXT1/SLC8A1/ADRA2C/PRKG1/UTS2B/HRH1/BMPR2/ITGA1",63
"GO:0009152","purine ribonucleotide biosynthetic process","109/7994","195/14868",0.299075136834292,0.584097746694997,0.461516200055903,"SLC25A13/ELOVL5/NDUFS1/ADSS2/GUCY1B1/SPHK2/PDK3/COASY/ACSL4/SDHA/ENO1/ACAT1/ACACB/NDUFB2/DLD/TREM2/ACOT7/TECR/SLC25A1/MTHFD1/MLYCD/NME4/TGFB1/GCDH/IMPDH1/PRKAG2/LIPA/NDUFC1/PPARGC1A/PDHX/ATP5F1B/ATP6V1A/AMPD2/ATP5PB/PANK3/ADCY7/SLC25A16/ACSL3/DMAC2L/PANK2/PPCS/PPAT/NDUFA5/NDUFA10/H19/ACSS2/PPT1/ACLY/PDHA1/NDUFB5/ADCY3/ATIC/PAPSS1/NDUFA9/SLC27A2/NME7/MPC2/SDHC/PARP1/MMUT/NDUFB9/AK3/HSD17B12/ATPSCKMT/DLAT/ACSL1/ATP5F1A/PDK1/GUCY1A2/PANK1/PID1/AK5/ATP5MC3/FLCN/ACSS1/ADK/PINK1/NDUFS2/GART/NPR2/NDUFV3/DIP2A/ADCY9/AK4/GMPS/ELOVL7/NDUFS4/ADCY1/NUDT2/VCP/COX11/NDUFV1/PDHB/NPR1/ELOVL6/ADCY6/ACSF3/IMPDH2/NDUFV2/PFAS/PPARA/ELOVL2/PAPSS2/SDHD/HACD2/NDUFS3/NME1/ADSL/ACACA",109
"GO:0051781","positive regulation of cell division","42/7994","73/14868",0.299086710265209,0.584097746694997,0.461516200055903,"SPAST/CUL3/WNK1/PKN2/FGFR2/RHOA/CDC14A/CDC14B/TGFB2/CDC6/KIF3B/CSPP1/TGFB1/PTN/THBS4/ECT2/CHMP3/KIF14/PGF/CAT/CIT/GIPC1/EREG/KIF23/KIF20B/FGF5/FGF2/IGF1R/GAREM1/PKP4/PDGFC/CXCR5/RACGAP1/TGFA/ZNF16/PDGFD/PRKCE/BTC/SVIL/TAS2R13/MAP10/LBH",42
"GO:0009187","cyclic nucleotide metabolic process","22/7994","37/14868",0.299297047342553,0.584097746694997,0.461516200055903,"GUCY1B1/RORA/PDE8A/PDE10A/PDE8B/PDE4D/AMPD2/ADCY7/ADCY3/PDE5A/EPHA2/GUCY1A2/NPR2/PDE9A/ADCY9/ADCY1/NPR1/PDE7B/CNP/ADCY6/CACNB4/PDE4B",22
"GO:0045840","positive regulation of mitotic nuclear division","22/7994","37/14868",0.299297047342553,0.584097746694997,0.461516200055903,"CUL3/AURKA/ANAPC5/CDC23/RGCC/SMPD3/HOXA13/PDGFRB/CDC20/MAD2L1BP/EREG/DLGAP5/CDC16/RB1/PHIP/NSMCE2/LRP5/TGFA/INSR/BTC/SPHK1/ANAPC7",22
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","22/7994","37/14868",0.299297047342553,0.584097746694997,0.461516200055903,"KDM1A/BID/SNAI2/CD74/CD44/TMEM161A/SIRT1/CLU/SNAI1/FBH1/MARCHF7/SKIL/NACC2/CCAR2/ZNF385A/HNRNPK/ING2/USP47/BCL2L1/BCL2/ATAD5/MIF",22
"GO:0099177","regulation of trans-synaptic signaling","224/7994","406/14868",0.299894582049461,0.584097746694997,0.461516200055903,"PRKAR2B/PAFAH1B1/SYN1/CDKL5/MAPK8IP2/FYN/SYT7/NCDN/RNF19A/TRIO/STAU2/MAPK9/LZTS1/GUCY1B1/NGFR/SLC12A2/PRKCZ/SYT1/VPS35/SLC24A1/CACNG4/SLC1A3/OPHN1/PSEN1/DLGAP4/MEF2C/GSK3B/ERC1/CHMP2B/SSH1/MTMR2/ITPR3/JAK2/ABL1/MAPK1/PICK1/PACSIN2/SYNGR1/LGMN/NFATC4/ZMYND8/ADNP/SYP/FMR1/HTR2A/VPS18/ZDHHC2/CALB1/PLAT/PTPRS/PTN/STX1A/SLC1A1/APBA1/DVL1/DKK1/FBXL20/RPS6KB1/KAT2A/MPP2/USP46/RAPGEF2/ASIC1/SLC38A1/NR2E1/SRF/HMGCR/RASGRF2/DBN1/UBE3A/WNT5A/GNAI2/FXR1/RTN4/RAB3GAP1/PLCL1/EPHA4/RAP1A/RIMS3/RGS4/CDC20/KMT2A/CNR1/AKAP7/PAIP2/TSHZ3/SRGN/GIPC1/PLCG1/GRIA3/RAP1B/PNKD/HIP1/VGF/EIF2AK4/NGDN/UNC13A/AKAP12/SYNE1/SLC6A6/MAP1B/RARA/PTPRA/SYT11/EPHB2/LARGE1/SLC38A2/SNX14/EPHA7/SERPINE2/TUBB2B/UNC13C/PREPL/MYOF/ATAD1/USP8/PPP3CA/CLSTN3/PPFIA2/MCTP2/CDH11/ARRB2/EIF4A3/APP/SLC4A10/RAB5A/CNTN4/PLK2/NLGN4X/CASK/DGKZ/TMEM25/YTHDF1/ITGB1/SLC7A11/GPR158/HOMER1/PTPRD/DGKE/PLCL2/NPTN/LRP8/DGKI/BRAF/TPRG1L/PPP1R9A/PINK1/ACE/ABR/PDE9A/ZDHHC12/BRSK1/SHANK1/TBC1D24/SHANK2/NTNG1/DISC1/ADORA1/ABHD6/ZDHHC3/GRIK2/STXBP5/ADCY1/CDK5/NLGN4Y/NSMF/PRKCB/STX3/MAP1A/PRRT2/PXK/MECP2/ROR2/RGS14/CHRNA5/NLGN1/P2RY1/SYAP1/YWHAG/SLC30A1/ADORA2B/CDH2/DLGAP1/KIF5B/PRKCE/CLSTN1/PTEN/PRNP/DAG1/HAP1/FBXO45/ATP2A2/MCTP1/BAIAP2/KCNJ10/OXTR/F2R/CACNB4/PLCB1/GRID1/BTBD9/KCNQ3/SEPTIN5/SYN3/BACE1/BCR/MAPT/PRKAR1B/LRRK2/RELN/SLC6A9/MME/LAMA2/HRH1/NF1/SYNGAP1/SIPA1L1/NTRK1/GRIN3A/GABBR1/GRID2IP/SHANK3/RAP1BL/CYFIP1",224
"GO:0002726","positive regulation of T cell cytokine production","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"PRKCZ/CD81/IL1R1/IL18R1/TNFSF4/TRAF2/MAP3K7/XCL1/FZD5/MALT1/TRAF6/CD55/DENND1B",13
"GO:0006907","pinocytosis","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"CARMIL1/SNX5/EHD4/CAV1/MAPKAPK3/PPT1/DOCK2/APPL2/APPL1/MAPKAPK2/AXL/SNX33/ANKFY1",13
"GO:0009127","purine nucleoside monophosphate biosynthetic process","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"ADSS2/IMPDH1/AMPD2/PPAT/ATIC/ADK/DCK/GART/GMPS/NUDT2/IMPDH2/PFAS/ADSL",13
"GO:0010661","positive regulation of muscle cell apoptotic process","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"SOD2/E2F3/MFN2/PPARG/TP53/SMAD4/CAMK2D/PDCD4/CAPN2/ATP2A2/BNIP3/RBM10/MAP3K5",13
"GO:0016973","poly(A)+ mRNA export from nucleus","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"ZC3H11A/NUP133/POLDIP3/NUP93/GLE1/THOC2/PCID2/HHEX/DDX19B/MCM3AP/IWS1/SARNP/NXF2",13
"GO:0021895","cerebral cortex neuron differentiation","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"PAFAH1B1/OPHN1/PSEN1/NR2E1/HES1/EMX1/PEX5/DLX1/C21orf91/EOMES/SIN3A/ZNF335/TOX",13
"GO:0030220","platelet formation","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"WDR1/ACTN1/MEF2C/MYH9/EP300/SRF/CASP9/NBEAL2/ZNF385A/CASP3/PTPN11/ZFPM1/PRKDC",13
"GO:0031290","retinal ganglion cell axon guidance","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"NRCAM/NRP1/EPHB2/EPHA7/SEMA4F/BMPR1B/SLIT2/ALCAM/PTPRM/EPHB3/EFNA5/ROBO2/SLIT1",13
"GO:0032495","response to muramyl dipeptide","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"VIM/CHMP5/NLRP1/JAG1/RIPK2/NOD1/MAPK14/ERBIN/ARHGEF2/TNFAIP3/NOTCH1/INAVA/RELA",13
"GO:0034312","diol biosynthetic process","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"SPHK2/ACER3/SPTLC1/SPTLC2/ASAH1/ABCA2/SPR/GCH1/SPTSSA/SPTLC3/SPHK1/ACER2/DHFR",13
"GO:0034390","smooth muscle cell apoptotic process","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"MAP2K4/LRP6/APOH/SIRT1/SLC7A5/SOD2/E2F3/MFN2/DNMT1/PPARG/PDCD4/DIPK2A/RBM10",13
"GO:0035089","establishment of apical/basal cell polarity","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"MYO9A/RHOA/FSCN1/OPHN1/FAT1/LAMA1/PTK7/WNT5A/PATJ/MSN/PRKCI/TTC8/SCRIB",13
"GO:0035855","megakaryocyte development","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"EP300/SH2B3/SRF/MED1/ABI1/MEIS1/PIP4K2A/FLI1/WASF2/ZNF385A/PTPN11/ZFPM1/FLNA",13
"GO:0043931","ossification involved in bone maturation","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"RHOA/SNX10/XYLT1/ZBTB16/BMP2/ADAMTS7/ADAMTS12/PLXNB1/DCHS1/GREM1/EXT1/RFLNB/SEMA4D",13
"GO:0051450","myoblast proliferation","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"HGF/ABL1/PPARD/ATF2/SIX1/MEIS2/MEGF10/CTNNB1/ATOH8/ZNF609/FES/SRC/MALAT1",13
"GO:0090218","positive regulation of lipid kinase activity","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"FGFR3/FLT1/TGFB1/AMBRA1/PDGFRB/CCR7/ATG14/AGAP2/FGF2/DGKZ/IRS1/PRKD1/MAPT",13
"GO:1903306","negative regulation of regulated secretory pathway","13/7994","21/14868",0.300205172151065,0.584097746694997,0.461516200055903,"CEACAM1/REST/FMR1/GNAI2/STXBP3/RAP1A/IL13RA2/RAP1B/NOTCH1/BRAF/LGALS9/BCR/RAP1BL",13
"GO:0071219","cellular response to molecule of bacterial origin","92/7994","164/14868",0.300928183461675,0.584097746694997,0.461516200055903,"UPF1/VIM/TNFRSF1B/MAP2K3/TNIP3/SBNO2/RHOA/SCARB1/MEF2C/GSTP1/CHMP5/IRAK3/TREM2/JAK2/ABL1/MAPK1/XBP1/CD40/SLC7A5/RIPK2/AKAP8/CACTIN/SERPINE1/AHR/MAPK8/HDAC5/NFKB1/SASH1/MAPK14/WNT5A/PLSCR4/GBP3/TNFSF4/MMP8/TNFAIP3/GFER/ZFP36/ASS1/RARA/TRIM5/EPHB2/IRAK2/CMPK2/CDC73/EDNRB/DAB2IP/PLAA/TLR2/HADHB/AKT1/BCL10/TNIP1/MTDH/ANKRD1/MMP3/PDCD4/PRKCA/CDK19/SPON2/GBP2/CAPN2/FZD5/CXCL5/NOS3/ABCA1/CASP7/AXL/ADAM9/TNIP2/PTAFR/CXCL8/PRKCE/MALT1/RELA/TRIB1/TLR1/PRPF8/TRAF6/PPM1E/IRAK1/PDE4B/HSF1/SIGIRR/BCR/CD55/SRC/CTR9/CARD16/IRGM/MIF/TICAM2/LYN",92
"GO:0031663","lipopolysaccharide-mediated signaling pathway","27/7994","46/14868",0.301517938976004,0.584097746694997,0.461516200055903,"SCARB1/MAPK1/RIPK2/CACTIN/SASH1/MAPK14/TNFAIP3/TRIM5/IRAK2/TLR2/AKT1/BCL10/MTDH/PRKCA/NOS3/PTAFR/PRKCE/MALT1/TRIB1/TRAF6/IRAK1/SIGIRR/CD55/CARD16/MIF/TICAM2/LYN",27
"GO:0032527","protein exit from endoplasmic reticulum","27/7994","46/14868",0.301517938976004,0.584097746694997,0.461516200055903,"SEL1L/SAR1A/EDEM2/TM9SF4/CD81/TMEM30A/FAF2/EDEM1/UBAC2/OS9/GCC2/SORL1/PREB/RHBDD1/SEC16A/SAR1B/SEC13/SYVN1/VCP/HSP90B1/NPLOC4/UBE2G2/BCAP31/INSIG1/TECPR2/SVIP/UBE2J1",27
"GO:0070231","T cell apoptotic process","27/7994","46/14868",0.301517938976004,0.584097746694997,0.461516200055903,"ST3GAL1/FAS/BCL3/KIFAP3/ARG2/P2RX7/HIF1A/PRKD2/GLI3/LIPA/WNT5A/GPAM/BMP4/LGALS3/RPS6/RIPK1/LMBR1L/TP53/AKT1/BCL10/ADAM8/TSC22D3/DFFA/FADD/LGALS9/BCL2/CHEK2",27
"GO:1902692","regulation of neuroblast proliferation","27/7994","46/14868",0.301517938976004,0.584097746694997,0.461516200055903,"KDM1A/VCAN/CTNNA1/CDON/ASPM/WDR62/KIFAP3/DCT/HIF1A/FZD3/PTN/GLI3/NR2E1/SMO/BCAN/FGF2/TP53/NOTCH1/ITGB1/BTG2/DISC1/CTNNB1/GATA2/TAFA1/LRRK2/NF1/ZNF335",27
"GO:0032410","negative regulation of transporter activity","32/7994","55/14868",0.301730296323112,0.584097746694997,0.461516200055903,"GOPC/NEDD4L/NEDD4/SRI/FMR1/NDFIP2/CAV1/PPIF/YWHAE/PKD2/NDFIP1/EPHB2/UBQLN1/CAB39/HECW2/CTTNBP2NL/OSR1/CAMK2D/ANK3/CLIC2/PCSK9/KCNAB1/TCAF2/PRKCE/OXSR1/GPR35/CAV3/ANO9/SLC6A9/WWP2/STK39/CALM1",32
"GO:0034332","adherens junction organization","32/7994","55/14868",0.301730296323112,0.584097746694997,0.461516200055903,"VCL/CDH19/FERMT2/PTPN23/ADD1/DSP/SMAD7/NUMBL/EPHA4/EFNB2/CDHR3/NUMB/RDX/ADAM10/CDH24/KIFC3/CDH11/CDH13/TBCD/CDH18/FER/CDH12/HIPK1/INAVA/JAM3/PLEKHA7/CTNNB1/CDH2/PAK2/ZNF703/PIP5K1C/SRC",32
"GO:0071168","protein localization to chromatin","32/7994","55/14868",0.301730296323112,0.584097746694997,0.461516200055903,"JARID2/WAPL/RNF4/ESR1/MSH2/VRK1/ZMYND8/EZH2/MCM9/MCM8/WBP2/PPHLN1/CDK9/LEF1/PARP1/MMS22L/CHMP7/TONSL/MRNIP/LRWD1/LEMD2/TASOR/NIPBL/RAD21/VCP/PLK1/ESCO2/VCPIP1/SGF29/SETD2/RUVBL2/H1-5",32
"GO:0071326","cellular response to monosaccharide stimulus","64/7994","113/14868",0.302336037399325,0.584097746694997,0.461516200055903,"GCLC/CFTR/NADK/MLXIPL/GCLM/PTPRN/PDK3/SRI/ICAM1/TREM2/XBP1/HIF1A/CDK16/SLC39A14/PIH1D1/RAB11FIP2/TWNK/SRF/SLC29A1/PDE8B/SLC12A7/KLF7/GPR68/PIK3CA/SOX4/SMARCA4/TRPM4/ZNF236/RAF1/PRKAA1/SERPINF1/RAB11FIP5/TRA2B/GATA4/PPP3CA/IGF1R/SMAD4/MPC2/ABCA12/EPHA5/SIDT2/PTPRN2/TIAM1/ACE/LRP5/PRKAA2/SLC9B2/NDUFAF2/CCDC186/STXBP4/SIN3A/PRKCE/NPTX1/C2CD2L/KAT5/ERN1/ZBTB20/PLCB1/EFNA5/PLA2G6/IRS2/PIM3/UNC13B/SELENOT",64
"GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"DDX1/RTRAF/RTCB/FAM98A/C2orf49/CLP1/ERN1/TSEN54/TSEN15",9
"GO:0002091","negative regulation of receptor internalization","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"WDR54/ANKRD13A/MTMR2/SDCBP/LRPAP1/PCSK9/ANKRD13D/ANXA2/ATXN2",9
"GO:0002467","germinal center formation","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"BCL3/NFKB2/MEF2C/TNFSF13B/BCL6/TNFAIP3/PKN1/RC3H1/ADAM17",9
"GO:0003159","morphogenesis of an endothelium","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"RHOA/PRKD2/FOXP1/STARD13/ACVRL1/RHOB/ADAMTS12/CTNNB1/RBPJ",9
"GO:0006177","GMP biosynthetic process","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"IMPDH1/PPAT/ATIC/ADK/GART/GMPS/IMPDH2/PFAS/ADSL",9
"GO:0007100","mitotic centrosome separation","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"AURKA/NSFL1C/KIF3B/NEK2/CEP85/KIF11/CHEK1/NDEL1/UBXN2B",9
"GO:0009214","cyclic nucleotide catabolic process","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"PDE8A/PDE10A/PDE8B/PDE4D/PDE5A/PDE9A/PDE7B/CNP/PDE4B",9
"GO:0010225","response to UV-C","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"BCL3/MAP3K4/YY1/MDM2/BRCA2/TP53/WRN/POLH/HMGN1",9
"GO:0016322","neuron remodeling","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"FARP2/ANKS1A/NTN4/BCL11A/C3/ADGRB3/APP/EDNRA/KCNQ3",9
"GO:0021694","cerebellar Purkinje cell layer formation","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"RORA/WHRN/TTLL1/HERC1/TTC21B/AGTPBP1/SLC25A46/ATP7A/LDB1",9
"GO:0030214","hyaluronan catabolic process","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"CD44/HEXB/HYAL2/HMMR/CEMIP/TGFB1/CEMIP2/FGF2/GUSB",9
"GO:0032354","response to follicle-stimulating hormone","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"GCLC/GCLM/TGFBR3/INHBA/CYP1B1/NOTCH1/EDNRA/PAPPA/EFNA5",9
"GO:0032688","negative regulation of interferon-beta production","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"YY1/RELB/CACTIN/PTPRS/PPM1B/MORC3/NLRX1/REL/TRAIP",9
"GO:0038166","angiotensin-activated signaling pathway","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"ROCK1/CAV1/ROCK2/RAP1GDS1/PPP3CA/AGTR1/PRKCA/AHCYL1/SRC",9
"GO:0046500","S-adenosylmethionine metabolic process","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"MAT2B/AHCY/MTRR/GNMT/METTL16/ENOPH1/AHCYL2/AHCYL1/MTHFR",9
"GO:0060347","heart trabecula formation","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"TGFBR3/ADGRG6/SRF/FHL2/OVOL2/EGLN1/ADAMTS1/HEY1/CAV3",9
"GO:0061154","endothelial tube morphogenesis","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"RHOA/PRKD2/FOXP1/STARD13/ACVRL1/RHOB/ADAMTS12/CTNNB1/RBPJ",9
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"SAR1A/EDEM2/TM9SF4/CD81/TMEM30A/EDEM1/SORL1/SAR1B/BCAP31",9
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"ATP2B4/GSK3B/HOMER2/FHL2/DYRK2/RCAN1/PRNP/MYOZ2/MTOR",9
"GO:0071027","nuclear RNA surveillance","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"XRN1/EXOSC8/EXOSC9/EXOSC2/ZCCHC7/WDR82/EXOSC10/EXOSC4/EXOSC6",9
"GO:0072075","metanephric mesenchyme development","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"SIX4/STAT1/PKD2/SIX1/MYC/SMAD4/OSR1/WNT4/WT1",9
"GO:0098792","xenophagy","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"ATG16L1/RNF31/RIPK2/NOD1/LGALS8/OPTN/RNF213/TBK1/IRGM",9
"GO:0106057","negative regulation of calcineurin-mediated signaling","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"ATP2B4/GSK3B/HOMER2/FHL2/DYRK2/RCAN1/PRNP/MYOZ2/MTOR",9
"GO:0150011","regulation of neuron projection arborization","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"DVL2/MYO9A/MAP3K13/DVL1/WNT5A/MACF1/GRIP1/NTNG1/FZD4",9
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"TNRC6C/TNRC6B/AGO2/CNOT1/ZFP36/DHX36/ZFP36L1/NANOS1/CNOT7",9
"GO:1903543","positive regulation of exosomal secretion","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"RAB7A/SMPD3/SDC1/VPS4B/VPS4A/STAM/SDCBP/PDCD6IP/HGS",9
"GO:2000310","regulation of NMDA receptor activity","9/7994","14/14868",0.303648602354262,0.584097746694997,0.461516200055903,"MAPK8IP2/CAPN1/MEF2C/EPHB2/APP/NLGN1/RELN/SLC6A9/DAPK1",9
"GO:0003158","endothelium development","70/7994","124/14868",0.30506765184809,0.58639820198064,0.463333870793096,"VCL/FOXP3/RHOA/ROCK1/RAPGEF3/CEACAM1/ADD1/ICAM1/EZR/NRP1/JAG1/IKBKB/PRKD2/PTPRS/MET/HOXA13/PLOD3/RAPGEF1/LIPA/NAGLU/RAPGEF2/PDE4D/PDCD10/ACVR2B/FOXP1/ACVR1/RAP1A/HOXB5/BMP4/RAP1B/AFDN/STARD13/BTG1/ROCK2/EDNRB/VEZF1/RDX/ACVRL1/SMAD4/RHOB/MSN/NOTCH1/ZEB1/ADAMTS12/EDNRA/NRG1/FZD1/F11R/STC1/SCUBE1/CLDN1/FSTL1/HEY1/CTNNB1/RBPJ/ATOH8/CLIC4/FASN/S1PR1/HPSE/HEG1/FZD4/ZDHHC21/APOLD1/MYADM/PLCB1/COL18A1/COL27A1/BMPR2/S1PR3",70
"GO:0062013","positive regulation of small molecule metabolic process","70/7994","124/14868",0.30506765184809,0.58639820198064,0.463333870793096,"CRY1/MLXIPL/ELOVL5/CD74/SREBF1/ENO1/SLC4A4/PSEN1/P2RX7/SORBS1/TREM2/SIRT1/HIF1A/NTSR1/ABCD1/HTR2A/MLYCD/AKT2/KAT2A/PPARGC1A/CPT1A/PPARD/KAT2B/SCAP/PARK7/RDH10/LPGAT1/CLYBL/DYRK2/PPARG/PRKAA1/ANXA1/RPTOR/APP/AKT1/ARNT/ADM/FOXO1/PID1/LDLRAP1/SLC45A3/PINK1/PRKAA2/WNT4/STARD4/NOS3/MID1IP1/VCP/GPT2/DDB1/IRS1/PTAFR/P2RY1/INSR/PRKCE/ABCD2/PTPN2/BEND3/EPM2AIP1/ZBTB20/IRS2/PPARA/SIRT7/WDR5/HRH1/SRC/MTOR/SREBF2/PPP1R3G/PPP4R3B",70
